AC	ENSEMBL
Q9D709	ENSMUST00000001456
Q9D733	ENSMUST00000033255
Q9D752	ENSMUST00000030860
Q9D753	ENSMUST00000029316
Q9D787	ENSMUST00000023455
Q9D7B1	ENSMUST00000034375
Q9D7C9	ENSMUST00000005069
Q9D7F7	ENSMUST00000029049
Q9D7G0	ENSMUST00000033809
Q9D7I0	ENSMUST00000026737
Q9D7I8	ENSMUST00000029183
Q9D7L8	ENSMUST00000072633
Q9D7P6	ENSMUST00000026937
Q9D7Q1	ENSMUST00000086475
Q9D7S0	ENSMUST00000013787
Q9D7S9	ENSMUST00000030128
Q9D7V9	ENSMUST00000113102
Q9D7W5	ENSMUST00000019229
Q9D7X3	ENSMUST00000003612
Q9D7Z6	ENSMUST00000029919
Q9D806	ENSMUST00000034413
Q9D816	ENSMUST00000025966
Q9D818	ENSMUST00000114293
Q9D823	ENSMUST00000045356
Q9D842	ENSMUST00000032130
Q9D850	ENSMUST00000029891
Q9D856	ENSMUST00000042666
Q9D883	ENSMUST00000014684
Q9D892	ENSMUST00000103193
Q9D8B1	ENSMUST00000162610
Q9D8B3	ENSMUST00000044277
Q9D8B6	ENSMUST00000028995
Q9D8B7	ENSMUST00000034472
Q9D8C4	ENSMUST00000010502
Q9D8D0	ENSMUST00000089161
Q9D8E6	ENSMUST00000034966
Q9D8F1	ENSMUST00000041100
Q9D8H7	ENSMUST00000035780
Q9D8I1	ENSMUST00000025211
Q9D8K8	ENSMUST00000018821
Q9D8M3	ENSMUST00000117892
Q9D8N3	ENSMUST00000010451
Q9D8S4	ENSMUST00000034524
Q9D8T2	ENSMUST00000023238
Q9D8T7	ENSMUST00000161023
Q9D8U4	ENSMUST00000057679
Q9D8U8	ENSMUST00000028909
Q9D8V0	ENSMUST00000125366
Q9D8X5	ENSMUST00000020822
Q9D8Y8	ENSMUST00000027505
Q9D8Z2	ENSMUST00000031508
Q9D906	ENSMUST00000032457
Q9D915	ENSMUST00000052622
Q9D920	ENSMUST00000062755
Q9D925	ENSMUST00000077706
Q9D945	ENSMUST00000020444
Q9D952	ENSMUST00000037007
Q9D964	ENSMUST00000028624
Q9D967	ENSMUST00000002400
Q9D968	ENSMUST00000020478
Q9D992	ENSMUST00000113528
Q9D995	ENSMUST00000103107
Q9D9D3	ENSMUST00000040217
Q9D9D8	ENSMUST00000026018
Q9D9I4	ENSMUST00000028963
Q9D9J7	ENSMUST00000033100
Q9D9M2	ENSMUST00000085614
Q9D9Q6	ENSMUST00000019876
Q9D9R0	ENSMUST00000234316
Q9D9U9	ENSMUST00000085894
Q9D9V2	ENSMUST00000030309
Q9D9V4	ENSMUST00000024762
Q9D9W1	ENSMUST00000066319
Q9D9X6	ENSMUST00000038223
Q9D9Z1	ENSMUST00000134661
Q9DA08	ENSMUST00000032956
Q9DA11	ENSMUST00000021328
Q9DA19	ENSMUST00000058615
Q9DA37	ENSMUST00000022292
Q9DA48	ENSMUST00000029927
Q9DA75	ENSMUST00000030408
Q9DA79	ENSMUST00000034371
Q9DA80	ENSMUST00000024572
Q9DAA4	ENSMUST00000031967
Q9DAG4	ENSMUST00000063456
Q9DAG5	ENSMUST00000040609
Q9DAG6	ENSMUST00000073617
Q9DAG9	ENSMUST00000022459
Q9DAH2	ENSMUST00000052211
Q9DAJ4	ENSMUST00000093357
Q9DAK2	ENSMUST00000041463
Q9DAM2	ENSMUST00000054327
Q9DAM9	ENSMUST00000065359
Q9DAN6	ENSMUST00000023129
Q9DAP0	ENSMUST00000021251
Q9DAP7	ENSMUST00000005607
Q9DAQ9	ENSMUST00000034473
Q9DAR7	ENSMUST00000034539
Q9DAU1	ENSMUST00000059844
Q9DAV9	ENSMUST00000030127
Q9DAX2	ENSMUST00000063879
Q9DAX9	ENSMUST00000018625
Q9DAZ9	ENSMUST00000090174
Q9DB00	ENSMUST00000081695
Q9DB05	ENSMUST00000006181
Q9DB07	ENSMUST00000002099
Q9DB10	ENSMUST00000023086
Q9DB34	ENSMUST00000005711
Q9DB40	ENSMUST00000028139
Q9DB50	ENSMUST00000069041
Q9DB60	ENSMUST00000030935
Q9DB77	ENSMUST00000033176
Q9DB90	ENSMUST00000002280
Q9DB96	ENSMUST00000022815
Q9DBA6	ENSMUST00000020284
Q9DBB1	ENSMUST00000020118
Q9DBC7	ENSMUST00000049527
Q9DBD0	ENSMUST00000035163
Q9DBD2	ENSMUST00000079012
Q9DBD5	ENSMUST00000019065
Q9DBE0	ENSMUST00000023805
Q9DBE9	ENSMUST00000021048
Q9DBF1	ENSMUST00000066208
Q9DBG1	ENSMUST00000027356
Q9DBG3	ENSMUST00000065692
Q9DBG9	ENSMUST00000040687
Q9DBH0	ENSMUST00000166615
Q9DBI0	ENSMUST00000017086
Q9DBI2	ENSMUST00000040454
Q9DBJ1	ENSMUST00000011896
Q9DBJ6	ENSMUST00000023061
Q9DBK0	ENSMUST00000022120
Q9DBL1	ENSMUST00000015829
Q9DBL7	ENSMUST00000001806
Q9DBL9	ENSMUST00000156520
Q9DBM0	ENSMUST00000045714
Q9DBM2	ENSMUST00000023559
Q9DBN5	ENSMUST00000034141
Q9DBP0	ENSMUST00000094787
Q9DBQ7	ENSMUST00000027876
Q9DBR0	ENSMUST00000002699
Q9DBR1	ENSMUST00000028921
Q9DBR4	ENSMUST00000162349
Q9DBR7	ENSMUST00000219263
Q9DBS1	ENSMUST00000032183
Q9DBS2	ENSMUST00000030896
Q9DBS9	ENSMUST00000114468
Q9DBT4	ENSMUST00000064831
Q9DBT5	ENSMUST00000078912
Q9DBU2	ENSMUST00000115860
Q9DBU3	ENSMUST00000025270
Q9DBU5	ENSMUST00000067837
Q9DBV4	ENSMUST00000030947
Q9DBX1	ENSMUST00000022595
Q9DBX2	ENSMUST00000009174
Q9DBX6	ENSMUST00000043314
Q9DBX7	ENSMUST00000040821
Q9DBY5	ENSMUST00000109627
Q9DBY8	ENSMUST00000027797
Q9DBZ5	ENSMUST00000066070
Q9DC04	ENSMUST00000084521
Q9DC23	ENSMUST00000028392
Q9DC26	ENSMUST00000031655
Q9DC28	ENSMUST00000018274
Q9DC29	ENSMUST00000027396
Q9DC33	ENSMUST00000034879
Q9DC37	ENSMUST00000029344
Q9DC40	ENSMUST00000024987
Q9DC50	ENSMUST00000003720
Q9DC51	ENSMUST00000000001
Q9DC60	ENSMUST00000051633
Q9DC70	ENSMUST00000020361
Q9DCA7	ENSMUST00000026541
Q9DCB1	ENSMUST00000162246
Q9DCB4	ENSMUST00000162097
Q9DCC8	ENSMUST00000179857
Q9DCD5	ENSMUST00000225413
Q9DCD6	ENSMUST00000018711
Q9DCE9	ENSMUST00000035266
Q9DCF1	ENSMUST00000002100
Q9DCG9	ENSMUST00000088257
Q9DCH4	ENSMUST00000033342
Q9DCH6	ENSMUST00000069537
Q9DCJ1	ENSMUST00000070888
Q9DCJ5	ENSMUST00000070112
Q9DCM0	ENSMUST00000077191
Q9DCM2	ENSMUST00000031897
Q9DCN1	ENSMUST00000025065
Q9DCN2	ENSMUST00000018186
Q9DCP2	ENSMUST00000010208
Q9DCP9	ENSMUST00000000356
Q9DCR2	ENSMUST00000025357
Q9DCS3	ENSMUST00000030742
Q9DCT2	ENSMUST00000005647
Q9DCV3	ENSMUST00000033001
Q9DCV6	ENSMUST00000025314
Q9DCW2	ENSMUST00000034932
Q9DCW4	ENSMUST00000004729
Q9DCX8	ENSMUST00000019896
Q9DCZ4	ENSMUST00000113898
Q9DCZ9	ENSMUST00000169282
Q9DD02	ENSMUST00000153470
Q9DD03	ENSMUST00000065418
Q9DD06	ENSMUST00000204267
Q9DDE3	ENSDART00000052989
Q9DDJ0	ENSDART00000052746
Q9DE24	ENSDART00000077753
Q9DE25	ENSDART00000122732
Q9DF58	ENSGALT00010003873
Q9DFS6	ENSDART00000183348
Q9DGD3	ENSORLT00000024001
Q9DGD9	ENSDART00000022471
Q9DGE0	ENSDART00000171268
Q9DGE2	ENSDART00000040362
Q9DGJ3	ENSDART00000050399
Q9EP52	ENSMUST00000024906
Q9EP53	ENSMUST00000113869
Q9EP64	ENSMUST00000033602
Q9EP66	ENSMUST00000057145
Q9EP69	ENSMUST00000026270
Q9EP71	ENSMUST00000090339
Q9EP73	ENSMUST00000016640
Q9EP78	ENSMUST00000044138
Q9EP80	ENSRNOT00055054692
Q9EP95	ENSMUST00000238847
Q9EP97	ENSMUST00000005336
Q9EPA0	ENSRNOT00000039864
Q9EPA7	ENSMUST00000030845
Q9EPB1	ENSRNOT00000017271
Q9EPB4	ENSMUST00000033056
Q9EPB7	ENSMUST00000090473
Q9EPC1	ENSMUST00000033030
Q9EPC2	ENSMUST00000000186
Q9EPC6	ENSRNOT00055031813
Q9EPE9	ENSMUST00000034326
Q9EPF2	ENSRNOT00000010463
Q9EPH0	ENSRNOT00000015733
Q9EPH2	ENSRNOT00000012663
Q9EPH8	ENSRNOT00000012775
Q9EPI9	ENSRNOT00000013275
Q9EPK2	ENSMUST00000033372
Q9EPK5	ENSMUST00000029380
Q9EPK8	ENSMUST00000071968
Q9EPL0	ENSMUST00000116349
Q9EPL2	ENSMUST00000039144
Q9EPL4	ENSMUST00000033163
Q9EPL5	ENSMUST00000217651
Q9EPL8	ENSMUST00000084731
Q9EPM5	ENSMUST00000102599
Q9EPN1	ENSMUST00000029374
Q9EPQ1	ENSMUST00000059349
Q9EPQ2	ENSMUST00000111603
Q9EPQ8	ENSMUST00000109510
Q9EPR4	ENSMUST00000028815
Q9EPR5	ENSMUST00000037370
Q9EPS3	ENSMUST00000034785
Q9EPT5	ENSMUST00000035148
Q9EPT8	ENSRNOT00000154945
Q9EPU0	ENSMUST00000075666
Q9EPU5	ENSMUST00000024708
Q9EPV5	ENSRNOT00000010869
Q9EPW2	ENSMUST00000032174
Q9EPW9	ENSMUST00000062315
Q9EPX4	ENSRNOT00000018600
Q9EPY0	ENSRNOT00000091484
Q9EQ00	ENSMUST00000110408
Q9EQ06	ENSMUST00000031251
Q9EQ09	ENSMUST00000032265
Q9EQ14	ENSMUST00000026449
Q9EQ20	ENSMUST00000085192
Q9EQ21	ENSMUST00000062620
Q9EQ25	ENSRNOT00000009187
Q9EQ31	ENSMUST00000039164
Q9EQ32	ENSMUST00000059672
Q9EQ61	ENSMUST00000020705
Q9EQ80	ENSMUST00000087521
Q9EQC0	ENSMUST00000065797
Q9EQC1	ENSMUST00000046863
Q9EQC4	ENSMUST00000034796
Q9EQC5	ENSMUST00000236978
Q9EQC7	ENSMUST00000020575
Q9EQD0	ENSMUST00000063982
Q9EQF2	ENSMUST00000031899
Q9EQF4	ENSMUST00000034409
Q9EQF5	ENSMUST00000022915
Q9EQG7	ENSMUST00000024756
Q9EQG9	ENSMUST00000077672
Q9EQH2	ENSMUST00000169114
Q9EQH3	ENSMUST00000034131
Q9EQH4	ENSMUST00000067103
Q9EQH5	ENSRNOT00000114061
Q9EQJ0	ENSMUST00000046426
Q9EQJ4	ENSRNOT00065052790
Q9EQL9	ENSRNOT00000018031
Q9EQM6	ENSMUST00000009321
Q9EQN3	ENSMUST00000100539
Q9EQN9	ENSMUST00000044021
Q9EQP2	ENSMUST00000028755
Q9EQP6	ENSMUST00000113769
Q9EQQ2	ENSMUST00000025364
Q9EQQ9	ENSMUST00000026243
Q9EQR5	ENSMUST00000048077
Q9EQS0	ENSRNOT00000024863
Q9EQS5	ENSRNOT00000106582
Q9EQT1	ENSRNOT00055009557
Q9EQT3	ENSMUST00000045487
Q9EQT6	ENSMUST00000028648
Q9EQU3	ENSMUST00000062241
Q9EQU5	ENSMUST00000102866
Q9EQV8	ENSRNOT00000018221
Q9EQV9	ENSRNOT00000014909
Q9EQW6	ENSMUST00000035608
Q9EQW8	ENSMUST00000173932
Q9EQX0	ENSMUST00000064993
Q9EQX6	ENSRNOT00000015081
Q9EQX9	ENSRNOT00000138953
Q9EQY0	ENSMUST00000001059
Q9EQZ6	ENSMUST00000090826
Q9EQZ7	ENSMUST00000082054
Q9ER00	ENSMUST00000030698
Q9ER24	ENSRNOT00055054764
Q9ER30	ENSRNOT00055040921
Q9ER31	ENSRNOT00000009946
Q9ER33	ENSRNOT00000139325
Q9ER34	ENSRNOT00000148951
Q9ER35	ENSMUST00000026175
Q9ER39	ENSMUST00000028200
Q9ER41	ENSMUST00000028199
Q9ER42	ENSMUST00000021813
Q9ER47	ENSMUST00000075052
Q9ER62	ENSMUST00000075588
Q9ER65	ENSMUST00000035027
Q9ER71	ENSMUST00000055390
Q9ER75	ENSMUST00000167261
Q9ER80	ENSMUST00000038423
Q9ER88	ENSMUST00000173135
Q9ER97	ENSMUST00000021420
Q9ERA0	ENSMUST00000229696
Q9ERA6	ENSMUST00000031288
Q9ERB0	ENSMUST00000023449
Q9ERB5	ENSMUST00000032362
Q9ERC1	ENSRNOT00055024752
Q9ERC5	ENSRNOT00000044278
Q9ERC8	ENSMUST00000056102
Q9ERD7	ENSMUST00000071134
Q9ERE3	ENSMUST00000097826
Q9ERE7	ENSMUST00000094215
Q9ERE9	ENSMUST00000023291
Q9ERG0	ENSMUST00000073691
Q9ERG2	ENSMUST00000013130
Q9ERH4	ENSMUST00000068225
Q9ERH6	ENSMUST00000173760
Q9ERH7	ENSMUST00000028600
Q9ERH8	ENSMUST00000022036
Q9ERI2	ENSMUST00000034722
Q9ERI5	ENSMUST00000047616
Q9ERK0	ENSMUST00000019386
Q9ERK7	ENSMUST00000029562
Q9ERK9	ENSMUST00000060174
Q9ERL9	ENSMUST00000048976
Q9ERM2	ENSMUST00000001040
Q9ERP3	ENSMUST00000013771
Q9ERQ3	ENSMUST00000041124
Q9ERQ6	ENSRNOT00055012504
Q9ERR1	ENSMUST00000018880
Q9ERS2	ENSMUST00000110167
Q9ERS5	ENSMUST00000064883
Q9ERS7	ENSMUST00000095020
Q9ERU9	ENSMUST00000003310
Q9ERV1	ENSMUST00000000449
Q9ERV7	ENSMUST00000026580
Q9ERW3	ENSRNOT00000077402
Q9ERZ3	ENSMUST00000063093
Q9ERZ4	ENSMUST00000172278
Q9ERZ6	ENSMUST00000131615
Q9ERZ8	ENSRNOT00055003153
Q9ES00	ENSMUST00000103212
Q9ES03	ENSMUST00000052946
Q9ES08	ENSRNOT00000012408
Q9ES17	ENSMUST00000029273
Q9ES18	ENSMUST00000003238
Q9ES19	ENSRNOT00000065304
Q9ES30	ENSMUST00000022853
Q9ES34	ENSMUST00000074002
Q9ES38	ENSRNOT00000026575
Q9ES39	ENSRNOT00000086392
Q9ES40	ENSRNOT00000010185
Q9ES46	ENSMUST00000023072
Q9ES52	ENSMUST00000169754
Q9ES53	ENSRNOT00000071493
Q9ES56	ENSMUST00000034623
Q9ES57	ENSMUST00000057488
Q9ES58	ENSRNOT00000002799
Q9ES63	ENSMUST00000054055
Q9ES70	ENSMUST00000054234
Q9ES71	ENSRNOT00000167276
Q9ES73	ENSRNOT00000009870
Q9ES74	ENSMUST00000186017
Q9ES82	ENSMUST00000114739
Q9ES83	ENSMUST00000095715
Q9ES88	ENSMUST00000001122
Q9ES89	ENSMUST00000029575
Q9ES90	ENSMUST00000064480
Q9ES97	ENSMUST00000065304
Q9ESC1	ENSRNOT00000047564
Q9ESC8	ENSMUST00000060945
Q9ESD7	ENSMUST00000168387
Q9ESG2	ENSMUST00000023530
Q9ESG3	ENSRNOT00000005348
Q9ESG4	ENSMUST00000015545
Q9ESG8	ENSMUST00000026154
Q9ESG9	ENSMUST00000024701
Q9ESH6	ENSRNOT00000016372
Q9ESJ1	ENSMUST00000046948
Q9ESJ4	ENSMUST00000035218
Q9ESJ7	ENSMUST00000113245
Q9ESK3	ENSMUST00000027488
Q9ESK4	ENSMUST00000080353
Q9ESK9	ENSMUST00000027040
Q9ESL4	ENSMUST00000090824
Q9ESM3	ENSMUST00000005014
Q9ESM6	ENSMUST00000019503
Q9ESN3	ENSMUST00000025010
Q9ESN4	ENSMUST00000061545
Q9ESN6	ENSMUST00000065380
Q9ESN9	ENSMUST00000088345
Q9ESP4	ENSRNOT00000037068
Q9ESP5	ENSMUST00000022262
Q9ESQ4	ENSRNOT00000018967
Q9ESS0	ENSMUST00000048655
Q9ESS2	ENSMUST00000219228
Q9EST1	ENSMUST00000017348
Q9EST3	ENSMUST00000110049
Q9EST4	ENSMUST00000025418
Q9EST5	ENSMUST00000102926
Q9EST6	ENSRNOT00000110089
Q9EST8	ENSMUST00000036273
Q9ESU6	ENSMUST00000121285
Q9ESV6	ENSRNOT00000028518
Q9ESW4	ENSMUST00000031977
Q9ESX2	ENSMUST00000047997
Q9ESX5	ENSMUST00000033776
Q9ESY9	ENSMUST00000222087
Q9ESZ8	ENSMUST00000059042
Q9ET01	ENSMUST00000071250
Q9ET22	ENSMUST00000028332
Q9ET26	ENSMUST00000078050
Q9ET32	ENSRNOT00000006553
Q9ET38	ENSMUST00000084309
Q9ET39	ENSMUST00000195656
Q9ET47	ENSMUST00000030785
Q9ET54	ENSMUST00000121785
Q9ET55	ENSRNOT00000014348
Q9ET58	ENSRNOT00000150356
Q9ET61	ENSRNOT00000076493
Q9ET64	ENSRNOT00000000336
Q9ET66	ENSMUST00000114701
Q9ET77	ENSMUST00000026357
Q9ET78	ENSMUST00000017961
Q9ET80	ENSMUST00000038382
Q9G0S9	ENSMICT00000053028
Q9GJS9	ENSBTAT00000029010
Q9GJT6	ENSMFAT00000009368
Q9GJU3	ENSPTRT00000061867
Q9GK11	ENSCDRT00005002138
Q9GKE7	ENSSSCT00000064514
Q9GKK3	ENSECAT00000064283
Q9GKL7	ENSSSCT00000013528
Q9GKQ9	ENSSSCT00000004997
Q9GKY5	ENSSSCT00035110353
Q9GL24	ENSCAFT00000001770
Q9GLD0	ENSFCAT00000062724
Q9GLE3	ENSSSCT00000102124
Q9GLF3	ENSSSCT00000100326
Q9GLF6	ENSCAFT00000024739
Q9GLG4	ENSSSCT00040071128
Q9GLN5	ENSSSCT00000043788
Q9GLW0	ENSCAFT00000006379
Q9GMB8	ENSBTAT00000017232
Q9GMY1	ENSCAFT00030019710
Q9GZL7	ENST00000261015
Q9GZM5	ENST00000372422
Q9GZM7	ENST00000271064
Q9GZM8	ENST00000334527
Q9GZN0	ENST00000315033
Q9GZN1	ENST00000188312
Q9GZN2	ENST00000373872
Q9GZN4	ENST00000161006
Q9GZN7	ENST00000322048
Q9GZP0	ENST00000393158
Q9GZP9	ENST00000158771
Q9GZQ3	ENST00000305103
Q9GZQ4	ENST00000255262
Q9GZQ6	ENST00000277942
Q9GZQ8	ENST00000268607
Q9GZR1	ENST00000447266
Q9GZR2	ENST00000371942
Q9GZR5	ENST00000369816
Q9GZR7	ENST00000613280
Q9GZS0	ENST00000311014
Q9GZS1	ENST00000377798
Q9GZS3	ENST00000267973
Q9GZS9	ENST00000336257
Q9GZT3	ENST00000557342
Q9GZT4	ENST00000344595
Q9GZT5	ENST00000258411
Q9GZT8	ENST00000409020
Q9GZT9	ENST00000366641
Q9GZU1	ENST00000264079
Q9GZU2	ENST00000326441
Q9GZU5	ENST00000342595
Q9GZU7	ENST00000273062
Q9GZU8	ENST00000309137
Q9GZV1	ENST00000307518
Q9GZV3	ENST00000264047
Q9GZV4	ENST00000295822
Q9GZV5	ENST00000360632
Q9GZV7	ENST00000255039
Q9GZV8	ENST00000276594
Q9GZV9	ENST00000237837
Q9GZW8	ENST00000300184
Q9GZX3	ENST00000332272
Q9GZX5	ENST00000243644
Q9GZX6	ENST00000328087
Q9GZX7	ENST00000229335
Q9GZX9	ENST00000262120
Q9GZY0	ENST00000602195
Q9GZY6	ENST00000275635
Q9GZY8	ENST00000353339
Q9GZZ1	ENST00000240922
Q9GZZ6	ENST00000250699
Q9GZZ7	ENST00000319242
Q9GZZ8	ENST00000257867
Q9GZZ9	ENST00000356232
Q9H000	ENST00000170447
Q9H008	ENST00000368842
Q9H013	ENST00000517905
Q9H015	ENST00000200652
Q9H019	ENST00000374300
Q9H040	ENST00000295050
Q9H061	ENST00000304511
Q9H063	ENST00000322428
Q9H069	ENST00000399187
Q9H074	ENST00000306846
Q9H078	ENST00000294053
Q9H079	ENST00000256544
Q9H081	ENST00000381165
Q9H082	ENST00000305626
Q9H089	ENST00000265245
Q9H093	ENST00000367157
Q9H095	ENST00000265239
Q9H0A0	ENST00000257829
Q9H0A6	ENST00000317955
Q9H0A8	ENST00000267935
Q9H0A9	ENST00000291672
Q9H0B3	ENST00000600328
Q9H0B6	ENST00000316924
Q9H0B8	ENST00000262424
Q9H0C1	ENST00000372565
Q9H0C2	ENST00000281154
Q9H0C5	ENST00000261721
Q9H0C8	ENST00000254654
Q9H0D2	ENST00000391901
Q9H0D6	ENST00000377191
Q9H0E2	ENST00000317204
Q9H0E3	ENST00000259235
Q9H0E7	ENST00000258499
Q9H0E9	ENST00000254900
Q9H0F5	ENST00000259605
Q9H0F6	ENST00000398712
Q9H0F7	ENST00000335979
Q9H0G5	ENST00000247026
Q9H0H0	ENST00000444766
Q9H0H3	ENST00000337975
Q9H0H5	ENST00000312377
Q9H0I2	ENST00000243878
Q9H0I3	ENST00000219299
Q9H0J4	ENST00000262765
Q9H0J9	ENST00000263549
Q9H0K1	ENST00000304987
Q9H0K6	ENST00000344862
Q9H0L4	ENST00000331173
Q9H0M0	ENST00000265428
Q9H0M4	ENST00000398027
Q9H0N0	ENST00000410061
Q9H0N5	ENST00000254908
Q9H0Q3	ENST00000260282
Q9H0R1	ENST00000261558
Q9H0R3	ENST00000374076
Q9H0R5	ENST00000370481
Q9H0R6	ENST00000369046
Q9H0R8	ENST00000266458
Q9H0S4	ENST00000358007
Q9H0T7	ENST00000264601
Q9H0U3	ENST00000358075
Q9H0U4	ENST00000311481
Q9H0U6	ENST00000367034
Q9H0V9	ENST00000264963
Q9H0W5	ENST00000307522
Q9H0W8	ENST00000270066
Q9H0W9	ENST00000331239
Q9H0X6	ENST00000391553
Q9H0X9	ENST00000263650
Q9H0Y0	ENST00000282185
Q9H0Z9	ENST00000356208
Q9H112	ENST00000377009
Q9H115	ENST00000377026
Q9H116	ENST00000338121
Q9H147	ENST00000372622
Q9H156	ENST00000335565
Q9H159	ENST00000262150
Q9H160	ENST00000302327
Q9H161	ENST00000652299
Q9H165	ENST00000642384
Q9H169	ENST00000265770
Q9H171	ENST00000371173
Q9H172	ENST00000615496
Q9H173	ENST00000265195
Q9H190	ENST00000339987
Q9H1A3	ENST00000358154
Q9H1A4	ENST00000341068
Q9H1B5	ENST00000017003
Q9H1B7	ENST00000238647
Q9H1C4	ENST00000227471
Q9H1D0	ENST00000359396
Q9H1D9	ENST00000377603
Q9H1E1	ENST00000298690
Q9H1E3	ENST00000367142
Q9H1H9	ENST00000259711
Q9H1I8	ENST00000307790
Q9H1J1	ENST00000375299
Q9H1J5	ENST00000398754
Q9H1J7	ENST00000310594
Q9H1K0	ENST00000253699
Q9H1K1	ENST00000311893
Q9H1K4	ENST00000327451
Q9H1M4	ENST00000382388
Q9H1N7	ENST00000379660
Q9H1P3	ENST00000313733
Q9H1P6	ENST00000371168
Q9H1R2	ENST00000278979
Q9H1R3	ENST00000375985
Q9H1U9	ENST00000242275
Q9H1V8	ENST00000331565
Q9H1X1	ENST00000372163
Q9H1Y0	ENST00000343245
Q9H1Y3	ENST00000366554
Q9H201	ENST00000268933
Q9H204	ENST00000237380
Q9H211	ENST00000301019
Q9H221	ENST00000272286
Q9H222	ENST00000405322
Q9H223	ENST00000220325
Q9H227	ENST00000709220
Q9H228	ENST00000333430
Q9H237	ENST00000326194
Q9H239	ENST00000605424
Q9H244	ENST00000302632
Q9H251	ENST00000224721
Q9H252	ENST00000314672
Q9H254	ENST00000352632
Q9H255	ENST00000396950
Q9H257	ENST00000371732
Q9H267	ENST00000333371
Q9H269	ENST00000380445
Q9H293	ENST00000329715
Q9H295	ENST00000297581
Q9H299	ENST00000270792
Q9H2A2	ENST00000265605
Q9H2A7	ENST00000293778
Q9H2A9	ENST00000262622
Q9H2B2	ENST00000255224
Q9H2B4	ENST00000361661
Q9H2C0	ENST00000648994
Q9H2C1	ENST00000261731
Q9H2C2	ENST00000310256
Q9H2D1	ENST00000297578
Q9H2D6	ENST00000644935
Q9H2E6	ENST00000343348
Q9H2F3	ENST00000297679
Q9H2F5	ENST00000263062
Q9H2G2	ENST00000369755
Q9H2G4	ENST00000375442
Q9H2G9	ENST00000329281
Q9H2H8	ENST00000392283
Q9H2H9	ENST00000398637
Q9H2J4	ENST00000264254
Q9H2J7	ENST00000266682
Q9H2K0	ENST00000381116
Q9H2K2	ENST00000371627
Q9H2K8	ENST00000392533
Q9H2L4	ENST00000257663
Q9H2L5	ENST00000340258
Q9H2M3	ENST00000255192
Q9H2M9	ENST00000358951
Q9H2P0	ENST00000349014
Q9H2P9	ENST00000370109
Q9H2R5	ENST00000598239
Q9H2S5	ENST00000425956
Q9H2S6	ENST00000373031
Q9H2S9	ENST00000262032
Q9H2U1	ENST00000496811
Q9H2U2	ENST00000341695
Q9H2U9	ENST00000175238
Q9H2V7	ENST00000311008
Q9H2W1	ENST00000530839
Q9H2W2	ENST00000366810
Q9H2W6	ENST00000312475
Q9H2X0	ENST00000204604
Q9H2X3	ENST00000327325
Q9H2X6	ENST00000406875
Q9H2X9	ENST00000454036
Q9H300	ENST00000317096
Q9H305	ENST00000399599
Q9H306	ENST00000260229
Q9H307	ENST00000216832
Q9H310	ENST00000537040
Q9H313	ENST00000376530
Q9H320	ENST00000381059
Q9H329	ENST00000374566
Q9H334	ENST00000318789
Q9H361	ENST00000281589
Q9H3D4	ENST00000264731
Q9H3F6	ENST00000228495
Q9H3H1	ENST00000316891
Q9H3H3	ENST00000449692
Q9H3H5	ENST00000354202
Q9H3J6	ENST00000253233
Q9H3K2	ENST00000372134
Q9H3K6	ENST00000330978
Q9H3L0	ENST00000303319
Q9H3M0	ENST00000295082
Q9H3M7	ENST00000582401
Q9H3M9	ENST00000380622
Q9H3N1	ENST00000457354
Q9H3N8	ENST00000256906
Q9H3P2	ENST00000382882
Q9H3P7	ENST00000366812
Q9H3Q1	ENST00000335793
Q9H3Q3	ENST00000192314
Q9H3R0	ENST00000381309
Q9H3R1	ENST00000264363
Q9H3R2	ENST00000616727
Q9H3R5	ENST00000283006
Q9H3S1	ENST00000355014
Q9H3S3	ENST00000299882
Q9H3S4	ENST00000360057
Q9H3S5	ENST00000368090
Q9H3S7	ENST00000265562
Q9H3T2	ENST00000341697
Q9H3T3	ENST00000586582
Q9H3U1	ENST00000418476
Q9H3U5	ENST00000264266
Q9H3U7	ENST00000356284
Q9H3Y6	ENST00000217188
Q9H3Z4	ENST00000360864
Q9H400	ENST00000309546
Q9H410	ENST00000373750
Q9H422	ENST00000303296
Q9H427	ENST00000372861
Q9H444	ENST00000217402
Q9H446	ENST00000466444
Q9H461	ENST00000374694
Q9H467	ENST00000369937
Q9H469	ENST00000369956
Q9H477	ENST00000302188
Q9H479	ENST00000300784
Q9H488	ENST00000375749
Q9H490	ENST00000217446
Q9H492	ENST00000360668
Q9H497	ENST00000367627
Q9H4A3	ENST00000315939
Q9H4A5	ENST00000271732
Q9H4A6	ENST00000265070
Q9H4A9	ENST00000393847
Q9H4B0	ENST00000264151
Q9H4B4	ENST00000372201
Q9H4B6	ENST00000324679
Q9H4B7	ENST00000217133
Q9H4D0	ENST00000458420
Q9H4D5	ENST00000395065
Q9H4E5	ENST00000316754
Q9H4E7	ENST00000316637
Q9H4F1	ENST00000335791
Q9H4F8	ENST00000381280
Q9H4G0	ENST00000338074
Q9H4G4	ENST00000377960
Q9H4H8	ENST00000619850
Q9H4I2	ENST00000309060
Q9H4I3	ENST00000303434
Q9H4I9	ENST00000331479
Q9H4K7	ENST00000370823
Q9H4L4	ENST00000321337
Q9H4L5	ENST00000313367
Q9H4L7	ENST00000354268
Q9H4M3	ENST00000251547
