AC	ENSEMBL
Q95LA9	ENSBTAT00090024893
Q95LA9	ENSBTAT00090024911
Q95LB0	ENSPTRT00000017524
Q95LD9	ENSDLET00000030004
Q95M12	ENSBTAT00085080298
Q95M12	ENSBTAT00090039136
Q95M18	ENSBTAT00000004364
Q95M18	ENSBTAT00085022336
Q95M18	ENSBTAT00090017627
Q95MD2	ENSECAT00000034663
Q95MI5	ENSPTRT00000067984
Q95MM9	ENSCAFT00000019982
Q95MM9	ENSCAFT00030032271
Q95MM9	ENSCAFT00040028283
Q95MM9	ENSCAFT00805051425
Q95MM9	ENSCAFT00845053817
Q95N27	ENSBTAT00000000858
Q95N27	ENSBTAT00085008367
Q95N27	ENSBTAT00090079331
Q95N78	ENSCAFT00805048587
Q95ND7	ENSPTRT00000085797
Q95NE7	ENSPTRT00000097220
Q969D9	ENST00000344895
Q969E2	ENST00000316097
Q969E2	ENST00000621748
Q969E3	ENST00000380433
Q969E8	ENST00000375151
Q969F0	ENST00000370350
Q969F1	ENST00000329970
Q969F2	ENST00000296849
Q969F2	ENST00000616539
Q969F8	ENST00000234371
Q969F9	ENST00000296051
Q969G2	ENST00000263726
Q969G3	ENST00000348513
Q969G3	ENST00000643683
Q969G5	ENST00000303927
Q969G6	ENST00000376736
Q969G9	ENST00000268459
Q969H0	ENST00000281708
Q969H0	ENST00000603548
Q969H0	ENST00000603841
Q969H4	ENST00000374253
Q969H6	ENST00000357500
Q969H8	ENST00000262947
Q969I6	ENST00000266579
Q969I6	ENST00000447411
Q969J2	ENST00000377294
Q969J3	ENST00000314565
Q969J3	ENST00000627374
Q969J5	ENST00000296980
Q969K3	ENST00000361234
Q969K4	ENST00000232744
Q969K7	ENST00000373463
Q969L2	ENST00000614891
Q969L4	ENST00000315732
Q969M3	ENST00000274496
Q969M3	ENST00000448443
Q969M7	ENST00000272930
Q969M7	ENST00000612130
Q969N2	ENST00000279036
Q969P0	ENST00000314485
Q969P0	ENST00000368086
Q969P0	ENST00000614243
Q969P5	ENST00000517956
Q969P6	ENST00000329245
Q969Q1	ENST00000374272
Q969Q5	ENST00000303251
Q969Q5	ENST00000393611
Q969Q6	ENST00000261475
Q969R2	ENST00000332585
Q969R5	ENST00000216237
Q969R8	ENST00000228799
Q969S0	ENST00000378509
Q969S2	ENST00000284503
Q969S2	ENST00000436750
Q969S2	ENST00000455213
Q969S2	ENST00000710791
Q969S2	ENST00000710793
Q969S2	ENST00000710794
Q969S3	ENST00000308683
Q969S6	ENST00000343666
Q969S8	ENST00000216271
Q969S9	ENST00000296805
Q969S9	ENST00000509430
Q969T4	ENST00000392415
Q969T4	ENST00000410062
Q969T4	ENST00000602710
Q969T4	ENST00000602959
Q969T7	ENST00000435506
Q969T9	ENST00000254806
Q969T9	ENST00000591399
Q969U6	ENST00000325285
Q969U7	ENST00000317615
Q969V3	ENST00000246117
Q969V4	ENST00000338694
Q969V5	ENST00000264198
Q969V6	ENST00000407029
Q969W0	ENST00000298130
Q969W1	ENST00000370854
Q969W1	ENST00000393760
Q969W9	ENST00000341744
Q969X0	ENST00000280571
Q969X1	ENST00000258412
Q969X1	ENST00000396809
Q969X1	ENST00000444881
Q969X2	ENST00000373146
Q969X5	ENST00000393784
Q969X6	ENST00000314423
Q969Y2	ENST00000324894
Q969Z0	ENST00000258770
Q969Z0	ENST00000494076
Q969Z3	ENST00000366913
Q969Z4	ENST00000064780
Q969Z4	ENST00000393580
Q96A08	ENST00000274764
Q96A09	ENST00000289166
Q96A11	ENST00000312006
Q96A11	ENST00000527878
Q96A25	ENST00000588659
Q96A25	ENST00000612339
Q96A26	ENST00000477892
Q96A29	ENST00000314134
Q96A32	ENST00000322861
Q96A33	ENST00000225726
Q96A33	ENST00000403162
Q96A37	ENST00000312838
Q96A44	ENST00000310546
Q96A49	ENST00000380155
Q96A54	ENST00000340990
Q96A56	ENST00000342697
Q96A57	ENST00000202834
Q96A57	ENST00000342308
Q96A57	ENST00000379277
Q96A57	ENST00000379279
Q96A57	ENST00000379283
Q96A57	ENST00000379286
Q96A57	ENST00000379299
Q96A58	ENST00000256953
Q96A58	ENST00000536465
Q96A58	ENST00000538313
Q96A59	ENST00000268485
Q96A61	ENST00000611618
Q96A65	ENST00000253861
Q96A65	ENST00000850617
Q96A70	ENST00000294517
Q96A70	ENST00000373443
Q96A72	ENST00000320756
Q96A83	ENST00000313669
Q96AA3	ENST00000296292
Q96AA8	ENST00000265272
Q96AB6	ENST00000287706
Q96AB6	ENST00000620176
Q96AC1	ENST00000341590
Q96AC1	ENST00000395631
Q96AD5	ENST00000336615
Q96AE4	ENST00000370768
Q96AE7	ENST00000039989
Q96AG3	ENST00000355943
Q96AG4	ENST00000225972
Q96AH0	ENST00000425611
Q96AH0	ENST00000674172
Q96AH0	ENST00000674262
Q96AH0	ENST00000674414
Q96AH8	ENST00000617070
Q96AH8	ENST00000617991
Q96AH8	ENST00000623597
Q96AJ1	ENST00000576634
Q96AJ9	ENST00000393077
Q96AK3	ENST00000216099
Q96AN5	ENST00000293261
Q96AP0	ENST00000620761
Q96AP4	ENST00000368576
Q96AP7	ENST00000278927
Q96AQ6	ENST00000368463
Q96AQ7	ENST00000336832
Q96AQ7	ENST00000675828
Q96AQ7	ENST00000679265
Q96AQ8	ENST00000379170
Q96AT9	ENST00000359429
Q96AV8	ENST00000322886
Q96AW1	ENST00000285279
Q96AX1	ENST00000267199
Q96AX2	ENST00000392613
Q96AX2	ENST00000481224
Q96AX2	ENST00000613645
Q96AX9	ENST00000355826
Q96AX9	ENST00000504599
Q96AX9	ENST00000505820
Q96AY2	ENST00000338165
Q96AY3	ENST00000321562
Q96AY4	ENST00000397906
Q96AZ1	ENST00000300209
Q96AZ6	ENST00000306072
Q96AZ6	ENST00000379224
Q96AZ6	ENST00000560741
Q96B01	ENST00000228843
Q96B02	ENST00000602593
Q96B18	ENST00000391916
Q96B21	ENST00000281441
Q96B21	ENST00000524567
Q96B23	ENST00000615052
Q96B26	ENST00000389704
Q96B36	ENST00000344175
Q96B36	ENST00000391831
Q96B36	ENST00000391832
Q96B36	ENST00000391833
Q96B36	ENST00000391834
Q96B42	ENST00000281017
Q96B49	ENST00000398881
Q96B49	ENST00000398884
Q96B67	ENST00000265138
Q96B86	ENST00000329082
Q96B96	ENST00000233047
Q96B96	ENST00000261388
Q96B96	ENST00000572599
Q96B97	ENST00000397821
Q96BA8	ENST00000621158
Q96BD0	ENST00000217159
Q96BD0	ENST00000370507
Q96BD5	ENST00000418153
Q96BD6	ENST00000328089
Q96BD6	ENST00000357898
Q96BD6	ENST00000377399
Q96BD8	ENST00000285116
Q96BD8	ENST00000398452
Q96BD8	ENST00000571751
Q96BD8	ENST00000616604
Q96BF3	ENST00000301272
Q96BF6	ENST00000277554
Q96BF6	ENST00000371753
Q96BH1	ENST00000295704
Q96BI1	ENST00000347936
Q96BI1	ENST00000380574
Q96BI1	ENST00000649076
Q96BI3	ENST00000369109
Q96BJ3	ENST00000340020
Q96BK5	ENST00000314787
Q96BK5	ENST00000647329
Q96BM1	ENST00000286918
Q96BM1	ENST00000559651
Q96BM1	ENST00000560748
Q96BM9	ENST00000272217
Q96BN2	ENST00000367874
Q96BN8	ENST00000284274
Q96BN8	ENST00000850613
Q96BP2	ENST00000372833
Q96BP3	ENST00000261308
Q96BR1	ENST00000345714
Q96BR1	ENST00000396596
Q96BR1	ENST00000521198
Q96BR1	ENST00000522398
Q96BR5	ENST00000371538
Q96BR6	ENST00000343381
Q96BR9	ENST00000373510
Q96BS2	ENST00000335209
Q96BT3	ENST00000440851
Q96BT3	ENST00000562787
Q96BT7	ENST00000389568
Q96BT7	ENST00000417449
Q96BT7	ENST00000428149
Q96BW1	ENST00000373383
Q96BW5	ENST00000378000
Q96BW5	ENST00000535784
Q96BW9	ENST00000444133
Q96BY2	ENST00000298894
Q96BY2	ENST00000556883
Q96BY2	ENST00000616515
Q96BY2	ENST00000627896
Q96BY6	ENST00000258390
Q96BY7	ENST00000359933
Q96BY9	ENST00000256255
Q96BZ4	ENST00000392593
Q96BZ8	ENST00000222224
Q96BZ8	ENST00000610998
Q96BZ8	ENST00000613622
Q96BZ8	ENST00000614037
Q96BZ8	ENST00000616103
Q96BZ8	ENST00000616816
Q96BZ8	ENST00000617592
Q96BZ8	ENST00000619669
Q96BZ8	ENST00000621285
Q96BZ8	ENST00000621927
Q96BZ9	ENST00000354200
Q96BZ9	ENST00000461304
Q96BZ9	ENST00000679741
Q96BZ9	ENST00000679944
Q96BZ9	ENST00000680106
Q96BZ9	ENST00000680284
Q96BZ9	ENST00000680792
Q96BZ9	ENST00000681539
Q96BZ9	ENST00000681636
Q96BZ9	ENST00000681742
Q96C00	ENST00000395064
Q96C00	ENST00000414934
Q96C03	ENST00000323019
Q96C03	ENST00000640122
Q96C10	ENST00000251642
Q96C11	ENST00000303721
Q96C12	ENST00000268314
Q96C12	ENST00000563544
Q96C23	ENST00000272252
Q96C24	ENST00000263033
Q96C24	ENST00000276141
Q96C24	ENST00000372989
Q96C24	ENST00000685623
Q96C36	ENST00000343818
Q96C45	ENST00000301831
Q96C55	ENST00000301073
Q96C55	ENST00000591046
Q96C74	ENST00000274134
Q96C74	ENST00000503804
Q96C86	ENST00000263579
Q96C92	ENST00000357365
Q96CA5	ENST00000217169
Q96CB8	ENST00000340139
Q96CB8	ENST00000394735
Q96CB8	ENST00000451321
Q96CB9	ENST00000474844
Q96CC6	ENST00000262316
Q96CD2	ENST00000342932
Q96CE8	ENST00000296059
Q96CE8	ENST00000470080
Q96CF2	ENST00000297265
Q96CG3	ENST00000361717
Q96CG3	ENST00000500655
Q96CG3	ENST00000610220
Q96CG8	ENST00000330295
Q96CJ1	ENST00000273668
Q96CK0	ENST00000293771
Q96CM3	ENST00000298317
Q96CM8	ENST00000300441
Q96CN4	ENST00000270530
Q96CN5	ENST00000306688
Q96CN9	ENST00000321407
Q96CP6	ENST00000317991
Q96CP7	ENST00000292090
Q96CQ1	ENST00000324194
Q96CS2	ENST00000282058
Q96CS3	ENST00000261942
Q96CS7	ENST00000409279
Q96CS7	ENST00000409612
Q96CS7	ENST00000693505
Q96CT7	ENST00000445755
Q96CT7	ENST00000597436
Q96CU9	ENST00000263578
Q96CV9	ENST00000263036
Q96CV9	ENST00000378747
Q96CV9	ENST00000378748
Q96CV9	ENST00000378757
Q96CW1	ENST00000292807
Q96CW5	ENST00000261965
Q96CW9	ENST00000393229
Q96D03	ENST00000273990
Q96D05	ENST00000373279
Q96D09	ENST00000332262
Q96D09	ENST00000483720
Q96D09	ENST00000486814
Q96D09	ENST00000535209
Q96D09	ENST00000543253
Q96D15	ENST00000270645
Q96D21	ENST00000216127
Q96D31	ENST00000617316
Q96D31	ENST00000715685
Q96D42	ENST00000339252
Q96D42	ENST00000523175
Q96D46	ENST00000351193
Q96D46	ENST00000460469
Q96D53	ENST00000324464
Q96D53	ENST00000594720
Q96D53	ENST00000601967
Q96D53	ENST00000677018
Q96D53	ENST00000678404
Q96D53	ENST00000678419
Q96D53	ENST00000678467
Q96D53	ENST00000679130
Q96D59	ENST00000297894
Q96D59	ENST00000416588
Q96D59	ENST00000441031
Q96D59	ENST00000478815
Q96D59	ENST00000489339
Q96D71	ENST00000450536
Q96D96	ENST00000242607
Q96D96	ENST00000356742
Q96D96	ENST00000620084
Q96D98	ENST00000326282
Q96DA0	ENST00000382280
Q96DA0	ENST00000572863
Q96DA0	ENST00000634500
Q96DA0	ENST00000634906
Q96DA2	ENST00000369454
Q96DA6	ENST00000382564
Q96DB2	ENST00000295757
Q96DB5	ENST00000406452
Q96DB9	ENST00000342879
Q96DB9	ENST00000392219
Q96DB9	ENST00000423817
Q96DB9	ENST00000541435
Q96DB9	ENST00000590686
Q96DC9	ENST00000203664
Q96DC9	ENST00000617748
Q96DE0	ENST00000521288
Q96DE5	ENST00000299381
Q96DE5	ENST00000621663
Q96DF8	ENST00000252137
Q96DG6	ENST00000296658
Q96DH6	ENST00000284073
Q96DH6	ENST00000674964
Q96DI7	ENST00000263694
Q96DM3	ENST00000269221
Q96DN0	ENST00000266397
Q96DN2	ENST00000335613
Q96DN5	ENST00000287380
Q96DN6	ENST00000355673
Q96DP5	ENST00000220058
Q96DP5	ENST00000558460
Q96DR4	ENST00000296632
Q96DR4	ENST00000505803
Q96DR5	ENST00000253362
Q96DR5	ENST00000354932
Q96DR7	ENST00000356448
Q96DR7	ENST00000465093
Q96DR7	ENST00000614308
Q96DR7	ENST00000618535
Q96DR8	ENST00000308796
Q96DT5	ENST00000409508
Q96DT6	ENST00000317868
Q96DT6	ENST00000371120
Q96DT7	ENST00000430430
Q96DT7	ENST00000455036
Q96DU3	ENST00000368057
Q96DU7	ENST00000263370
Q96DU7	ENST00000699490
Q96DV4	ENST00000309352
Q96DW6	ENST00000650617
Q96DX5	ENST00000380488
Q96DX7	ENST00000299413
Q96DX8	ENST00000259030
Q96DX8	ENST00000707986
Q96DY5	ENSMUST00000054927
Q96DZ1	ENST00000185150
Q96DZ5	ENST00000360535
Q96DZ5	ENST00000593074
Q96DZ7	ENST00000273695
Q96DZ9	ENST00000339180
Q96E09	ENST00000394264
Q96E11	ENST00000344641
Q96E14	ENST00000312499
Q96E17	ENST00000282878
Q96E22	ENST00000368494
Q96E29	ENST00000287025
Q96E35	ENST00000298585
Q96E40	ENST00000356311
Q96E40	ENST00000372136
Q96E52	ENST00000371226
Q96E93	ENST00000266551
Q96EA4	ENST00000265295
Q96EB1	ENST00000640961
Q96EB6	ENST00000212015
Q96EC8	ENST00000462683
Q96ED9	ENST00000397668
Q96EE3	ENST00000262124
Q96EF0	ENST00000374852
Q96EF6	ENST00000292852
Q96EF6	ENST00000595329
Q96EF6	ENST00000634982
Q96EF6	ENST00000635115
Q96EG1	ENST00000448504
Q96EG1	ENST00000621439
Q96EG3	ENST00000427624
Q96EG3	ENST00000597582
Q96EH3	ENST00000466681
Q96EH8	ENST00000451794
Q96EK4	ENST00000303596
Q96EK5	ENST00000361983
Q96EK6	ENST00000216410
Q96EK6	ENST00000650397
Q96EL3	ENST00000258105
Q96EM0	ENST00000247194
Q96EN8	ENST00000261326
Q96EP0	ENST00000324103
Q96EP0	ENST00000647495
Q96EP1	ENST00000432561
Q96EP5	ENST00000233078
Q96EP9	ENST00000273861
Q96EQ0	ENST00000381007
Q96EQ8	ENST00000217740
Q96EQ9	ENSMUST00000167994
Q96ER9	ENST00000395694
Q96ES7	ENST00000317058
Q96EU6	ENST00000244496
Q96EU7	ENST00000304661
Q96EU7	ENST00000371313
Q96EU7	ENST00000673177
Q96EU7	ENST00000673568
Q96EV2	ENST00000401878
Q96EV8	ENST00000344537
Q96EW2	ENST00000306103
Q96EX2	ENST00000257575
Q96EX2	ENST00000392549
Q96EX3	ENST00000372715
Q96EY1	ENST00000262375
Q96EY1	ENST00000612103
Q96EY4	ENST00000358572
Q96EY5	ENST00000317040
Q96EY7	ENST00000254630
Q96EY8	ENST00000545712
Q96EZ8	ENST00000343810
Q96EZ8	ENST00000550165
Q96F07	ENST00000616178
Q96F10	ENST00000269298
Q96F15	ENST00000358647
Q96F15	ENST00000498181
Q96F24	ENST00000277746
Q96F25	ENST00000370205
Q96F44	ENST00000284551
Q96F45	ENST00000372524
Q96F46	ENST00000319363
Q96F81	ENST00000284476
Q96F81	ENST00000675039
Q96F81	ENST00000675850
Q96F81	ENST00000675961
Q96F85	ENST00000263655
Q96F86	ENST00000315127
Q96F86	ENST00000426797
Q96F86	ENST00000568176
Q96F86	ENST00000647659
Q96FA3	ENST00000358912
Q96FC9	ENST00000545668
Q96FE5	ENST00000355300
Q96FE7	ENST00000215912
Q96FF9	ENST00000275517
Q96FG2	ENST00000393852
Q96FG2	ENST00000409013
Q96FG2	ENST00000409344
Q96FG2	ENST00000409890
Q96FH0	ENST00000462790
Q96FH0	ENST00000488252
Q96FI4	ENST00000355059
Q96FI4	ENST00000564784
Q96FI4	ENST00000569035
Q96FJ0	ENST00000371924
Q96FJ0	ENST00000371926
Q96FJ2	ENST00000579991
Q96FL8	ENST00000270570
Q96FL9	ENST00000349752
Q96FM1	ENST00000300658
Q96FN4	ENST00000290776
Q96FN4	ENST00000535318
Q96FN4	ENST00000565874
Q96FQ6	ENST00000368703
Q96FQ6	ENST00000368704
Q96FQ6	ENST00000368705
Q96FQ6	ENST00000368706
Q96FS4	ENST00000394224
Q96FS4	ENST00000534313
Q96FT7	ENST00000358078
Q96FT9	ENST00000314067
Q96FT9	ENST00000542766
Q96FV9	ENST00000261600
Q96FW1	ENST00000428192
Q96FW1	ENST00000538426
Q96FX2	ENST00000488423
Q96FX7	ENST00000389749
Q96FX8	ENST00000421351
Q96FZ2	ENST00000383463
Q96FZ2	ENST00000389735
Q96FZ2	ENST00000502878
Q96FZ5	ENST00000334983
Q96FZ7	ENST00000325167
Q96G01	ENST00000652176
Q96G03	ENST00000381967
Q96G04	ENST00000427587
Q96G21	ENST00000259239
Q96G23	ENST00000271688
Q96G23	ENST00000368954
Q96G25	ENST00000372457
Q96G28	ENST00000349456
Q96G30	ENST00000257776
Q96G46	ENST00000309061
Q96G61	ENST00000375992
Q96G74	ENST00000156084
Q96G74	ENST00000710075
Q96G75	ENST00000313386
Q96G75	ENST00000515098
Q96G91	ENST00000321826
Q96G97	ENST00000403550
Q96G97	ENST00000407022
Q96G97	ENST00000421906
Q96GA3	ENST00000367576
Q96GA7	ENST00000345635
Q96GA7	ENST00000403593
Q96GC6	ENST00000610905
Q96GC6	ENST00000617501
Q96GC9	ENST00000262291
Q96GC9	ENST00000587259
Q96GC9	ENST00000591315
Q96GD3	ENST00000326197
Q96GD4	ENST00000585124
Q96GE4	ENST00000556440
Q96GF1	ENST00000326132
Q96GF1	ENST00000518626
Q96GG9	ENST00000292782
Q96GJ1	ENST00000372935
Q96GJ1	ENST00000372936
Q96GJ1	ENST00000545398
Q96GL9	ENST00000341785
Q96GM1	ENST00000251473
Q96GM5	ENST00000394963
Q96GM8	ENST00000372090
Q96GN5	ENST00000406877
Q96GP6	ENST00000623402
Q96GQ5	ENST00000327237
Q96GQ7	ENST00000618172
Q96GR2	ENST00000258873
Q96GR4	ENST00000372663
Q96GS4	ENST00000389017
Q96GS6	ENST00000292577
Q96GS6	ENST00000676686
Q96GV9	ENST00000319933
Q96GV9	ENST00000510890
Q96GV9	ENST00000515669
Q96GW7	ENST00000329117
Q96GW9	ENST00000282276
Q96GX1	ENST00000303372
Q96GX5	ENST00000375940
Q96GX9	ENST00000395787
Q96GY3	ENST00000301159
Q96GZ6	ENST00000315891
Q96H15	ENST00000274532
Q96H20	ENST00000502492
Q96H22	ENST00000305850
Q96H22	ENST00000709369
Q96H55	ENST00000614623
Q96H55	ENST00000618519
Q96H72	ENST00000362021
Q96H86	ENST00000252797
Q96H96	ENST00000647002
Q96HA1	ENST00000434423
Q96HA7	ENST00000409379
Q96HA8	ENST00000287387
Q96HA9	ENST00000221480
Q96HB5	ENST00000496529
Q96HB5	ENST00000597275
Q96HB5	ENST00000606812
Q96HB5	ENST00000710653
Q96HB5	ENST00000710666
Q96HB5	ENST00000710667
Q96HC4	ENST00000317968
Q96HD1	ENST00000383811
Q96HD1	ENST00000452070
Q96HD1	ENST00000682783
Q96HD1	ENST00000684493
Q96HD9	ENST00000255082
Q96HE7	ENST00000395686
Q96HE8	ENST00000397510
Q96HF1	ENST00000274063
Q96HH6	ENST00000266673
Q96HH9	ENST00000285689
Q96HI0	ENST00000323460
Q96HJ3	ENST00000328697
Q96HJ5	ENST00000278865
Q96HJ5	ENST00000644768
Q96HN2	ENST00000325006
Q96HP0	ENST00000294618
Q96HP8	ENST00000004103
Q96HP8	ENST00000484928
Q96HR3	ENST00000297347
Q96HR8	ENST00000274054
Q96HR9	ENST00000395479
Q96HS1	ENST00000498926
Q96HT8	ENST00000320848
Q96HU1	ENST00000248929
Q96HU8	ENST00000375765
Q96HW7	ENST00000534064
Q96HY6	ENST00000354488
Q96HY7	ENST00000263035
Q96HZ4	ENST00000272937
Q96I13	ENST00000247706
Q96I15	ENST00000254663
Q96I23	ENST00000273968
Q96I24	ENST00000319725
Q96I25	ENST00000379888
Q96I25	ENST00000446108
Q96I34	ENST00000292539
Q96I34	ENST00000435887
Q96I51	ENST00000610322
Q96I59	ENST00000281038
Q96I76	ENST00000361720
Q96I99	ENST00000307227
Q96IF1	ENST00000262713
Q96II8	ENST00000425562
Q96IJ6	ENST00000313597
Q96IJ6	ENST00000341142
Q96IJ6	ENST00000358215
Q96IJ6	ENST00000373908
Q96IJ6	ENST00000622191
Q96IJ6	ENST00000683946
Q96IK1	ENST00000311086
Q96IK5	ENST00000282570
Q96IL0	ENST00000674165
Q96IP4	ENST00000320172
Q96IQ9	ENST00000255616
Q96IR7	ENST00000334815
Q96IS3	ENST00000555633
Q96IS3	ENST00000555978
Q96IT1	ENST00000294753
Q96IT1	ENST00000682384
Q96IT1	ENST00000709063
Q96IT1	ENST00000709067
Q96IU2	ENST00000255198
Q96IU4	ENST00000361143
Q96IU4	ENST00000395008
Q96IU4	ENST00000483233
Q96IU4	ENST00000525795
Q96IV0	ENST00000280700
Q96IV6	ENST00000326080
Q96IW7	ENST00000309934
Q96IW7	ENST00000492595
Q96IX5	ENST00000309579
Q96IX5	ENST00000337003
Q96IX5	ENST00000369811
Q96IX5	ENST00000369815
Q96IX5	ENST00000369825
Q96IY1	ENST00000366977
Q96IY4	ENST00000181383
Q96IZ0	ENST00000328827
Q96IZ2	ENST00000414691
Q96IZ5	ENST00000372479
Q96IZ6	ENST00000311506
Q96IZ7	ENST00000295930
Q96IZ7	ENST00000480820
Q96IZ7	ENST00000611884
Q96J01	ENST00000265097
Q96J02	ENST00000262650
Q96J02	ENST00000665346
Q96J42	ENST00000358387
Q96J65	ENST00000311303
Q96J66	ENST00000356608
Q96J66	ENST00000394747
Q96J66	ENST00000394748
Q96J84	ENST00000359209
Q96J87	ENST00000287202
Q96J92	ENST00000246914
Q96J94	ENST00000245255
Q96J94	ENST00000613226
Q96JA1	ENST00000273261
Q96JA3	ENST00000440706
Q96JA3	ENST00000449726
Q96JB1	ENST00000359357
Q96JB2	ENST00000349995
Q96JB3	ENST00000407464
Q96JB3	ENST00000407598
Q96JB3	ENST00000443632
Q96JB5	ENST00000338399
Q96JB6	ENST00000260702
Q96JB8	ENST00000409474
Q96JC1	ENST00000348544
Q96JC9	ENST00000396842
Q96JD6	ENST00000298375
Q96JE7	ENST00000308284
Q96JE9	ENST00000304771
Q96JF0	ENST00000361686
Q96JF0	ENST00000409382
Q96JG6	ENST00000305866
Q96JG8	ENST00000335504
Q96JG8	ENST00000471932
Q96JG8	ENST00000497164
Q96JG9	ENST00000565624
Q96JH7	ENST00000310421
Q96JH8	ENST00000399583
Q96JI7	ENST00000261866
Q96JJ3	ENST00000290246
Q96JJ3	ENST00000396391
Q96JJ6	ENST00000356300
Q96JJ6	ENST00000397118
Q96JJ7	ENST00000299608
Q96JK2	ENST00000341516
Q96JK9	ENST00000509479
Q96JL9	ENST00000292530
Q96JM2	ENST00000277225
Q96JM3	ENST00000361283
Q96JM3	ENST00000643483
Q96JM3	ENST00000644294
Q96JM3	ENST00000645174
Q96JM3	ENST00000700527
Q96JM3	ENST00000700528
Q96JM7	ENST00000361794
Q96JM7	ENST00000368136
Q96JN0	ENST00000356016
Q96JN0	ENST00000371097
Q96JN0	ENST00000371103
Q96JN0	ENST00000675471
Q96JN0	ENST00000675537
Q96JN0	ENST00000675971
Q96JN2	ENST00000297788
Q96JN8	ENST00000399464
Q96JN8	ENST00000671847
Q96JP0	ENST00000274457
Q96JP2	ENST00000645453
Q96JP5	ENST00000316059
Q96JP9	ENST00000623527
Q96JQ0	ENST00000299441
Q96JQ5	ENST00000337908
Q96JS3	ENST00000259883
Q96JS3	ENST00000682144
Q96JW4	ENST00000258538
Q96JX3	ENST00000647468
Q96JY0	ENST00000367872
Q96JY6	ENST00000397760
Q96JY6	ENST00000397761
Q96JY6	ENST00000409417
Q96JZ2	ENST00000613986
Q96JZ2	ENST00000616645
Q96K12	ENST00000182377
Q96K12	ENST00000536681
Q96K19	ENST00000527424
Q96K19	ENST00000534961
Q96K21	ENST00000355341
Q96K30	ENST00000548278
Q96K30	ENST00000549621
Q96K58	ENST00000300849
Q96K58	ENST00000394983
Q96K58	ENST00000535577
Q96K58	ENST00000538906
Q96K76	ENST00000399455
Q96K78	ENST00000273352
Q96K80	ENST00000257940
Q96K83	ENST00000361524
Q96K83	ENST00000538137
Q96KA5	ENST00000320895
Q96KA5	ENST00000620010
Q96KB5	ENST00000301905
Q96KC8	ENST00000376980
Q96KG7	ENST00000274473
Q96KG7	ENST00000503335
Q96KG9	ENST00000270176
Q96KJ9	ENST00000376075
Q96KK3	ENST00000306117
Q96KK3	ENST00000537075
Q96KK4	ENST00000377138
Q96KK4	ENST00000391549
Q96KK4	ENST00000437403
Q96KK4	ENST00000444197
Q96KK4	ENST00000455234
Q96KK4	ENST00000457403
Q96KK5	ENST00000377459
Q96KM6	ENST00000369888
Q96KN2	ENST00000358821
Q96KN3	ENST00000298282
Q96KN4	ENST00000295092
Q96KN4	ENST00000331243
Q96KN7	ENST00000400017
Q96KN8	ENST00000301790
Q96KP1	ENST00000230449
Q96KP4	ENST00000324262
Q96KP4	ENST00000579847
Q96KP6	ENST00000057513
Q96KQ4	ENST00000202556
Q96KQ7	ENST00000375537
Q96KQ7	ENST00000383373
Q96KQ7	ENST00000429506
Q96KQ7	ENST00000450075
Q96KR4	ENST00000330198
Q96KR6	ENST00000371384
Q96KR7	ENST00000371015
Q96KS0	ENST00000303961
Q96KS0	ENST00000406058
Q96KS0	ENST00000593726
Q96KV7	ENST00000293879
Q96L08	ENST00000375472
Q96L12	ENST00000269881
Q96L21	ENST00000298283
Q96L33	ENST00000220507
Q96L34	ENST00000262891
Q96L42	ENST00000328405
Q96L46	ENST00000457326
Q96L50	ENST00000298288
Q96L58	ENST00000379198
Q96L73	ENST00000439151
Q96L92	ENST00000458013
Q96L93	ENST00000354981
Q96L96	ENST00000258888
Q96LA5	ENST00000361516
Q96LA6	ENST00000368176
Q96LA8	ENST00000370078
Q96LA9	ENST00000314254
Q96LB1	ENST00000329773
Q96LB2	ENST00000302797
Q96LB2	ENST00000526914
Q96LB3	ENST00000380062
Q96LB3	ENST00000433700
Q96LB3	ENST00000443698
Q96LB4	ENST00000281087
Q96LB4	ENST00000367381
Q96LB4	ENST00000367382
Q96LB4	ENST00000573121
Q96LB8	ENST00000359650
Q96LB9	ENST00000290722
Q96LB9	ENST00000683862
Q96LC7	ENST00000339313
Q96LC9	ENST00000354670
Q96LC9	ENST00000397573
Q96LC9	ENST00000561282
Q96LC9	ENST00000561360
Q96LD4	ENST00000254816
Q96LD8	ENST00000340912
Q96LD8	ENST00000542035
Q96LI5	ENST00000504123
Q96LI6	ENST00000304790
Q96LI6	ENST00000307393
Q96LJ7	ENST00000288111
Q96LJ7	ENST00000396813
Q96LJ7	ENST00000644514
Q96LJ7	ENST00000647514
Q96LJ8	ENST00000375099
Q96LK0	ENST00000409690
Q96LL4	ENST00000297324
Q96LL9	ENST00000395176
Q96LM5	ENST00000434826
Q96LM6	ENST00000303254
Q96LR2	ENST00000371980
Q96LR5	ENST00000396703
Q96LR5	ENST00000425792
Q96LR9	ENST00000326765
Q96LT4	ENST00000542569
Q96LT4	ENST00000671800
Q96LT7	ENST00000380003
Q96LT7	ENST00000619707
Q96LT9	ENST00000423855
Q96LT9	ENST00000533099
Q96LW4	ENST00000314970
Q96LW4	ENST00000503752
Q96LW7	ENST00000466409
Q96LX7	ENST00000528266
Q96LX8	ENST00000301744
Q96LZ3	ENST00000374806
Q96LZ7	ENST00000354545
Q96LZ7	ENST00000406384
Q96M02	ENST00000284694
